province,hazard,rp,0
Isabela City,earthquake,1000,0.048921138
Isabela City,earthquake,1500,0.059429067
Isabela City,earthquake,2000,-4.34E-16
Isabela City,flood,20,0.00299518
Isabela City,flood,50,0.006529518
Isabela City,flood,100,0.011072441
Isabela City,flood,250,0.048478893
Isabela City,flood,500,0.054065956
Isabela City,flood,1000,0.063573287
Isabela City,flood,1500,0.067351827
Isabela City,flood,2000,0
Isabela City,surge,20,0.004384592
Isabela City,surge,50,0.005500548
Isabela City,surge,100,0.006751683
Isabela City,surge,250,0.007069631
Isabela City,surge,500,0.007599555
Isabela City,surge,1000,0.008659386
Isabela City,surge,1500,0.008890747
Isabela City,surge,2000,1.786165117
Isabela City,tsunami,20,8.25E-05
Isabela City,tsunami,50,0.00019776
Isabela City,tsunami,100,0.000536292
Isabela City,tsunami,250,0.002622035
Isabela City,tsunami,500,0.005394383
Isabela City,tsunami,1000,0.009966293
Isabela City,tsunami,1500,0.015727976
Isabela City,tsunami,2000,1.36E-17
Isabela City,wind,20,0.023734604
Isabela City,wind,50,0.032366968
Isabela City,wind,100,0.038610263
Isabela City,wind,250,0.047329513
Isabela City,wind,500,0.051516345
Isabela City,wind,1000,0.057140025
Isabela City,wind,1500,0.062763705
Isabela City,wind,2000,1.73E-15
Kalinga,earthquake,20,0.004361556
Kalinga,earthquake,50,0.008689917
Kalinga,earthquake,100,0.013530406
Kalinga,earthquake,250,0.022799017
Kalinga,earthquake,500,0.033622107
Kalinga,earthquake,1000,0.048921138
Kalinga,earthquake,1500,0.059429067
Kalinga,earthquake,2000,-4.34E-16
Kalinga,flood,20,0.00299518
Kalinga,flood,50,0.006529518
Kalinga,flood,100,0.011072441
Kalinga,flood,250,0.048478893
Kalinga,flood,500,0.054065956
Kalinga,flood,1000,0.063573287
Kalinga,flood,1500,0.067351827
Kalinga,flood,2000,0
Kalinga,surge,20,0.004384592
Kalinga,surge,50,0.005500548
Kalinga,surge,100,0.006751683
Kalinga,surge,250,0.007069631
Kalinga,surge,500,0.007599555
Kalinga,surge,1000,0.008659386
Kalinga,surge,1500,0.008890747
Kalinga,surge,2000,1.786165117
Kalinga,tsunami,20,8.25E-05
Kalinga,tsunami,50,0.00019776
Kalinga,tsunami,100,0.000536292
Kalinga,tsunami,250,0.002622035
Kalinga,tsunami,500,0.005394383
Kalinga,tsunami,1000,0.009966293
Kalinga,tsunami,1500,0.015727976
Kalinga,tsunami,2000,1.36E-17
Kalinga,wind,20,0.023734604
Kalinga,wind,50,0.032366968
Kalinga,wind,100,0.038610263
Kalinga,wind,250,0.047329513
Kalinga,wind,500,0.051516345
Kalinga,wind,1000,0.057140025
Kalinga,wind,1500,0.062763705
Kalinga,wind,2000,1.73E-15
La Union,earthquake,20,0.004361556
La Union,earthquake,50,0.008689917
La Union,earthquake,100,0.013530406
La Union,earthquake,250,0.022799017
La Union,earthquake,500,0.033622107
La Union,earthquake,1000,0.048921138
La Union,earthquake,1500,0.059429067
La Union,earthquake,2000,-4.34E-16
La Union,flood,20,0.00299518
La Union,flood,50,0.006529518
La Union,flood,100,0.011072441
La Union,flood,250,0.048478893
La Union,flood,500,0.054065956
La Union,flood,1000,0.063573287
La Union,flood,1500,0.067351827
La Union,flood,2000,0
La Union,surge,20,0.004384592
La Union,surge,50,0.005500548
La Union,surge,100,0.006751683
La Union,surge,250,0.007069631
La Union,surge,500,0.007599555
La Union,surge,1000,0.008659386
La Union,surge,1500,0.008890747
La Union,surge,2000,1.786165117
La Union,tsunami,20,8.25E-05
La Union,tsunami,50,0.00019776
La Union,tsunami,100,0.000536292
La Union,tsunami,250,0.002622035
La Union,tsunami,500,0.005394383
La Union,tsunami,1000,0.009966293
La Union,tsunami,1500,0.015727976
La Union,tsunami,2000,1.36E-17
La Union,wind,20,0.023734604
La Union,wind,50,0.032366968
La Union,wind,100,0.038610263
La Union,wind,250,0.047329513
La Union,wind,500,0.051516345
La Union,wind,1000,0.057140025
La Union,wind,1500,0.062763705
La Union,wind,2000,1.73E-15
Laguna,earthquake,20,0.004361556
Laguna,earthquake,50,0.008689917
Laguna,earthquake,100,0.013530406
Laguna,earthquake,250,0.022799017
Laguna,earthquake,500,0.033622107
Laguna,earthquake,1000,0.048921138
Laguna,earthquake,1500,0.059429067
Laguna,earthquake,2000,-4.34E-16
Laguna,flood,20,0.00299518
Laguna,flood,50,0.006529518
Laguna,flood,100,0.011072441
Laguna,flood,250,0.048478893
Laguna,flood,500,0.054065956
Laguna,flood,1000,0.063573287
Laguna,flood,1500,0.067351827
Laguna,flood,2000,0
Laguna,surge,20,0.004384592
Laguna,surge,50,0.005500548
Laguna,surge,100,0.006751683
Laguna,surge,250,0.007069631
Laguna,surge,500,0.007599555
Laguna,surge,1000,0.008659386
Laguna,surge,1500,0.008890747
Laguna,surge,2000,1.786165117
Laguna,tsunami,20,8.25E-05
Laguna,tsunami,50,0.00019776
Laguna,tsunami,100,0.000536292
Laguna,tsunami,250,0.002622035
Laguna,tsunami,500,0.005394383
Laguna,tsunami,1000,0.009966293
Laguna,tsunami,1500,0.015727976
Laguna,tsunami,2000,1.36E-17
Laguna,wind,20,0.023734604
Laguna,wind,50,0.032366968
Laguna,wind,100,0.038610263
Laguna,wind,250,0.047329513
Laguna,wind,500,0.051516345
Laguna,wind,1000,0.057140025
Laguna,wind,1500,0.062763705
Laguna,wind,2000,1.73E-15
Lanao del Norte,earthquake,20,0.004361556
Lanao del Norte,earthquake,50,0.008689917
Lanao del Norte,earthquake,100,0.013530406
Lanao del Norte,earthquake,250,0.022799017
Lanao del Norte,earthquake,500,0.033622107
Lanao del Norte,earthquake,1000,0.048921138
Lanao del Norte,earthquake,1500,0.059429067
Lanao del Norte,earthquake,2000,-4.34E-16
Lanao del Norte,flood,20,0.00299518
Lanao del Norte,flood,50,0.006529518
Lanao del Norte,flood,100,0.011072441
Lanao del Norte,flood,250,0.048478893
Lanao del Norte,flood,500,0.054065956
Lanao del Norte,flood,1000,0.063573287
Lanao del Norte,flood,1500,0.067351827
Lanao del Norte,flood,2000,0
Lanao del Norte,surge,20,0.004384592
Lanao del Norte,surge,50,0.005500548
Lanao del Norte,surge,100,0.006751683
Lanao del Norte,surge,250,0.007069631
Lanao del Norte,surge,500,0.007599555
Lanao del Norte,surge,1000,0.008659386
Lanao del Norte,surge,1500,0.008890747
Lanao del Norte,surge,2000,1.786165117
Lanao del Norte,tsunami,20,8.25E-05
Lanao del Norte,tsunami,50,0.00019776
Lanao del Norte,tsunami,100,0.000536292
Lanao del Norte,tsunami,250,0.002622035
Lanao del Norte,tsunami,500,0.005394383
Lanao del Norte,tsunami,1000,0.009966293
Lanao del Norte,tsunami,1500,0.015727976
Lanao del Norte,tsunami,2000,1.36E-17
Lanao del Norte,wind,20,0.023734604
Lanao del Norte,wind,50,0.032366968
Lanao del Norte,wind,100,0.038610263
Lanao del Norte,wind,250,0.047329513
Lanao del Norte,wind,500,0.051516345
Lanao del Norte,wind,1000,0.057140025
Lanao del Norte,wind,1500,0.062763705
Lanao del Norte,wind,2000,1.73E-15
Lanao del Sur,earthquake,20,0.004361556
Lanao del Sur,earthquake,50,0.008689917
Lanao del Sur,earthquake,100,0.013530406
Lanao del Sur,earthquake,250,0.022799017
Lanao del Sur,earthquake,500,0.033622107
Lanao del Sur,earthquake,1000,0.048921138
Lanao del Sur,earthquake,1500,0.059429067
Lanao del Sur,earthquake,2000,-4.34E-16
Lanao del Sur,flood,20,0.00299518
Lanao del Sur,flood,50,0.006529518
Lanao del Sur,flood,100,0.011072441
Lanao del Sur,flood,250,0.048478893
Lanao del Sur,flood,500,0.054065956
Lanao del Sur,flood,1000,0.063573287
Lanao del Sur,flood,1500,0.067351827
Lanao del Sur,flood,2000,0
Lanao del Sur,surge,20,0.004384592
Lanao del Sur,surge,50,0.005500548
Lanao del Sur,surge,100,0.006751683
Lanao del Sur,surge,250,0.007069631
Lanao del Sur,surge,500,0.007599555
Lanao del Sur,surge,1000,0.008659386
Lanao del Sur,surge,1500,0.008890747
Lanao del Sur,surge,2000,1.786165117
Lanao del Sur,tsunami,20,8.25E-05
Lanao del Sur,tsunami,50,0.00019776
Lanao del Sur,tsunami,100,0.000536292
Lanao del Sur,tsunami,250,0.002622035
Lanao del Sur,tsunami,500,0.005394383
Lanao del Sur,tsunami,1000,0.009966293
Lanao del Sur,tsunami,1500,0.015727976
Lanao del Sur,tsunami,2000,1.36E-17
Lanao del Sur,wind,20,0.023734604
Lanao del Sur,wind,50,0.032366968
Lanao del Sur,wind,100,0.038610263
Lanao del Sur,wind,250,0.047329513
Lanao del Sur,wind,500,0.051516345
Lanao del Sur,wind,1000,0.057140025
Lanao del Sur,wind,1500,0.062763705
Lanao del Sur,wind,2000,1.73E-15
Leyte,earthquake,20,0.004361556
Leyte,earthquake,50,0.008689917
Leyte,earthquake,100,0.013530406
Leyte,earthquake,250,0.022799017
Leyte,earthquake,500,0.033622107
Leyte,earthquake,1000,0.048921138
Leyte,earthquake,1500,0.059429067
Leyte,earthquake,2000,-4.34E-16
Leyte,flood,20,0.00299518
Leyte,flood,50,0.006529518
Leyte,flood,100,0.011072441
Leyte,flood,250,0.048478893
Leyte,flood,500,0.054065956
Leyte,flood,1000,0.063573287
Leyte,flood,1500,0.067351827
Leyte,flood,2000,0
Leyte,surge,20,0.004384592
Leyte,surge,50,0.005500548
Leyte,surge,100,0.006751683
Leyte,surge,250,0.007069631
Leyte,surge,500,0.007599555
Leyte,surge,1000,0.008659386
Leyte,surge,1500,0.008890747
Leyte,surge,2000,1.786165117
Leyte,tsunami,20,8.25E-05
Leyte,tsunami,50,0.00019776
Leyte,tsunami,100,0.000536292
Leyte,tsunami,250,0.002622035
Leyte,tsunami,500,0.005394383
Leyte,tsunami,1000,0.009966293
Leyte,tsunami,1500,0.015727976
Leyte,tsunami,2000,1.36E-17
Leyte,wind,20,0.023734604
Leyte,wind,50,0.032366968
Leyte,wind,100,0.038610263
Leyte,wind,250,0.047329513
Leyte,wind,500,0.051516345
Leyte,wind,1000,0.057140025
Leyte,wind,1500,0.062763705
Leyte,wind,2000,1.73E-15
Maguindanao,earthquake,20,0.004361556
Maguindanao,earthquake,50,0.008689917
Maguindanao,earthquake,100,0.013530406
Maguindanao,earthquake,250,0.022799017
Maguindanao,earthquake,500,0.033622107
Maguindanao,earthquake,1000,0.048921138
Maguindanao,earthquake,1500,0.059429067
Maguindanao,earthquake,2000,-4.34E-16
Maguindanao,flood,20,0.00299518
Maguindanao,flood,50,0.006529518
Maguindanao,flood,100,0.011072441
Maguindanao,flood,250,0.048478893
Maguindanao,flood,500,0.054065956
Maguindanao,flood,1000,0.063573287
Maguindanao,flood,1500,0.067351827
Maguindanao,flood,2000,0
Maguindanao,surge,20,0.004384592
Maguindanao,surge,50,0.005500548
Maguindanao,surge,100,0.006751683
Maguindanao,surge,250,0.007069631
Maguindanao,surge,500,0.007599555
Maguindanao,surge,1000,0.008659386
Maguindanao,surge,1500,0.008890747
Maguindanao,surge,2000,1.786165117
Maguindanao,tsunami,20,8.25E-05
Maguindanao,tsunami,50,0.00019776
Maguindanao,tsunami,100,0.000536292
Maguindanao,tsunami,250,0.002622035
Maguindanao,tsunami,500,0.005394383
Maguindanao,tsunami,1000,0.009966293
Maguindanao,tsunami,1500,0.015727976
Maguindanao,tsunami,2000,1.36E-17
Maguindanao,wind,20,0.023734604
Maguindanao,wind,50,0.032366968
Maguindanao,wind,100,0.038610263
Maguindanao,wind,250,0.047329513
Maguindanao,wind,500,0.051516345
Maguindanao,wind,1000,0.057140025
Maguindanao,wind,1500,0.062763705
Maguindanao,wind,2000,1.73E-15
Manila,earthquake,20,0.004361556
Manila,earthquake,50,0.008689917
Manila,earthquake,100,0.013530406
Manila,earthquake,250,0.022799017
Manila,earthquake,500,0.033622107
Manila,earthquake,1000,0.048921138
Manila,earthquake,1500,0.059429067
Manila,earthquake,2000,-4.34E-16
Manila,flood,20,0.00299518
Manila,flood,50,0.006529518
Manila,flood,100,0.011072441
Manila,flood,250,0.048478893
Manila,flood,500,0.054065956
Manila,flood,1000,0.063573287
Manila,flood,1500,0.067351827
Manila,flood,2000,0
Manila,surge,20,0.004384592
Manila,surge,50,0.005500548
Manila,surge,100,0.006751683
Manila,surge,250,0.007069631
Manila,surge,500,0.007599555
Manila,surge,1000,0.008659386
Manila,surge,1500,0.008890747
Manila,surge,2000,1.786165117
Manila,tsunami,20,8.25E-05
Manila,tsunami,50,0.00019776
Manila,tsunami,100,0.000536292
Manila,tsunami,250,0.002622035
Manila,tsunami,500,0.005394383
Manila,tsunami,1000,0.009966293
Manila,tsunami,1500,0.015727976
Manila,tsunami,2000,1.36E-17
Manila,wind,20,0.023734604
Manila,wind,50,0.032366968
Manila,wind,100,0.038610263
Manila,wind,250,0.047329513
Manila,wind,500,0.051516345
Manila,wind,1000,0.057140025
Manila,wind,1500,0.062763705
Manila,wind,2000,1.73E-15
Marinduque,earthquake,20,0.004361556
Marinduque,earthquake,50,0.008689917
Marinduque,earthquake,100,0.013530406
Marinduque,earthquake,250,0.022799017
Marinduque,earthquake,500,0.033622107
Marinduque,earthquake,1000,0.048921138
Marinduque,earthquake,1500,0.059429067
Marinduque,earthquake,2000,-4.34E-16
Marinduque,flood,20,0.00299518
Marinduque,flood,50,0.006529518
Marinduque,flood,100,0.011072441
Marinduque,flood,250,0.048478893
Marinduque,flood,500,0.054065956
Marinduque,flood,1000,0.063573287
Marinduque,flood,1500,0.067351827
Marinduque,flood,2000,0
Marinduque,surge,20,0.004384592
Marinduque,surge,50,0.005500548
Marinduque,surge,100,0.006751683
Marinduque,surge,250,0.007069631
Marinduque,surge,500,0.007599555
Marinduque,surge,1000,0.008659386
Marinduque,surge,1500,0.008890747
Marinduque,surge,2000,1.786165117
Marinduque,tsunami,20,8.25E-05
Marinduque,tsunami,50,0.00019776
Marinduque,tsunami,100,0.000536292
Marinduque,tsunami,250,0.002622035
Marinduque,tsunami,500,0.005394383
Marinduque,tsunami,1000,0.009966293
Marinduque,tsunami,1500,0.015727976
Marinduque,tsunami,2000,1.36E-17
Marinduque,wind,20,0.023734604
Marinduque,wind,50,0.032366968
Marinduque,wind,100,0.038610263
Marinduque,wind,250,0.047329513
Marinduque,wind,500,0.051516345
Marinduque,wind,1000,0.057140025
Marinduque,wind,1500,0.062763705
Marinduque,wind,2000,1.73E-15
Masbate,earthquake,20,0.004361556
Masbate,earthquake,50,0.008689917
Masbate,earthquake,100,0.013530406
Masbate,earthquake,250,0.022799017
Masbate,earthquake,500,0.033622107
Masbate,earthquake,1000,0.048921138
Masbate,earthquake,1500,0.059429067
Masbate,earthquake,2000,-4.34E-16
Masbate,flood,20,0.00299518
Masbate,flood,50,0.006529518
Masbate,flood,100,0.011072441
Masbate,flood,250,0.048478893
Masbate,flood,500,0.054065956
Masbate,flood,1000,0.063573287
Masbate,flood,1500,0.067351827
Masbate,flood,2000,0
Masbate,surge,20,0.004384592
Masbate,surge,50,0.005500548
Masbate,surge,100,0.006751683
Masbate,surge,250,0.007069631
Masbate,surge,500,0.007599555
Masbate,surge,1000,0.008659386
Masbate,surge,1500,0.008890747
Masbate,surge,2000,1.786165117
Masbate,tsunami,20,8.25E-05
Masbate,tsunami,50,0.00019776
Masbate,tsunami,100,0.000536292
Masbate,tsunami,250,0.002622035
Masbate,tsunami,500,0.005394383
Masbate,tsunami,1000,0.009966293
Masbate,tsunami,1500,0.015727976
Masbate,tsunami,2000,1.36E-17
Masbate,wind,20,0.023734604
Masbate,wind,50,0.032366968
Masbate,wind,100,0.038610263
Masbate,wind,250,0.047329513
Masbate,wind,500,0.051516345
Masbate,wind,1000,0.057140025
Masbate,wind,1500,0.062763705
Masbate,wind,2000,1.73E-15
Misamis Occidental,earthquake,20,0.004361556
Misamis Occidental,earthquake,50,0.008689917
Misamis Occidental,earthquake,100,0.013530406
Misamis Occidental,earthquake,250,0.022799017
Misamis Occidental,earthquake,500,0.033622107
Misamis Occidental,earthquake,1000,0.048921138
Misamis Occidental,earthquake,1500,0.059429067
Misamis Occidental,earthquake,2000,-4.34E-16
Misamis Occidental,flood,20,0.00299518
Misamis Occidental,flood,50,0.006529518
Misamis Occidental,flood,100,0.011072441
Misamis Occidental,flood,250,0.048478893
Misamis Occidental,flood,500,0.054065956
Misamis Occidental,flood,1000,0.063573287
Misamis Occidental,flood,1500,0.067351827
Misamis Occidental,flood,2000,0
Misamis Occidental,surge,20,0.004384592
Misamis Occidental,surge,50,0.005500548
Misamis Occidental,surge,100,0.006751683
Misamis Occidental,surge,250,0.007069631
Misamis Occidental,surge,500,0.007599555
Misamis Occidental,surge,1000,0.008659386
Misamis Occidental,surge,1500,0.008890747
Misamis Occidental,surge,2000,1.786165117
Misamis Occidental,tsunami,20,8.25E-05
Misamis Occidental,tsunami,50,0.00019776
Misamis Occidental,tsunami,100,0.000536292
Misamis Occidental,tsunami,250,0.002622035
Misamis Occidental,tsunami,500,0.005394383
Misamis Occidental,tsunami,1000,0.009966293
Misamis Occidental,tsunami,1500,0.015727976
Misamis Occidental,tsunami,2000,1.36E-17
Misamis Occidental,wind,20,0.023734604
Misamis Occidental,wind,50,0.032366968
Misamis Occidental,wind,100,0.038610263
Misamis Occidental,wind,250,0.047329513
Misamis Occidental,wind,500,0.051516345
Misamis Occidental,wind,1000,0.057140025
Misamis Occidental,wind,1500,0.062763705
Misamis Occidental,wind,2000,1.73E-15
Misamis Oriental,earthquake,20,0.004361556
Misamis Oriental,earthquake,50,0.008689917
Misamis Oriental,earthquake,100,0.013530406
Misamis Oriental,earthquake,250,0.022799017
Misamis Oriental,earthquake,500,0.033622107
Misamis Oriental,earthquake,1000,0.048921138
Misamis Oriental,earthquake,1500,0.059429067
Misamis Oriental,earthquake,2000,-4.34E-16
Misamis Oriental,flood,20,0.00299518
Misamis Oriental,flood,50,0.006529518
Misamis Oriental,flood,100,0.011072441
Misamis Oriental,flood,250,0.048478893
Misamis Oriental,flood,500,0.054065956
Misamis Oriental,flood,1000,0.063573287
Misamis Oriental,flood,1500,0.067351827
Misamis Oriental,flood,2000,0
Misamis Oriental,surge,20,0.004384592
Misamis Oriental,surge,50,0.005500548
Misamis Oriental,surge,100,0.006751683
Misamis Oriental,surge,250,0.007069631
Misamis Oriental,surge,500,0.007599555
Misamis Oriental,surge,1000,0.008659386
Misamis Oriental,surge,1500,0.008890747
Misamis Oriental,surge,2000,1.786165117
Misamis Oriental,tsunami,20,8.25E-05
Misamis Oriental,tsunami,50,0.00019776
Misamis Oriental,tsunami,100,0.000536292
Misamis Oriental,tsunami,250,0.002622035
Misamis Oriental,tsunami,500,0.005394383
Misamis Oriental,tsunami,1000,0.009966293
Misamis Oriental,tsunami,1500,0.015727976
Misamis Oriental,tsunami,2000,1.36E-17
Misamis Oriental,wind,20,0.023734604
Misamis Oriental,wind,50,0.032366968
Misamis Oriental,wind,100,0.038610263
Misamis Oriental,wind,250,0.047329513
Misamis Oriental,wind,500,0.051516345
Misamis Oriental,wind,1000,0.057140025
Misamis Oriental,wind,1500,0.062763705
Misamis Oriental,wind,2000,1.73E-15
Mountain Province,earthquake,20,0.004361556
Mountain Province,earthquake,50,0.008689917
Mountain Province,earthquake,100,0.013530406
Mountain Province,earthquake,250,0.022799017
Mountain Province,earthquake,500,0.033622107
Mountain Province,earthquake,1000,0.048921138
Mountain Province,earthquake,1500,0.059429067
Mountain Province,earthquake,2000,-4.34E-16
Mountain Province,flood,20,0.00299518
Mountain Province,flood,50,0.006529518
Mountain Province,flood,100,0.011072441
Mountain Province,flood,250,0.048478893
Mountain Province,flood,500,0.054065956
Mountain Province,flood,1000,0.063573287
Mountain Province,flood,1500,0.067351827
Mountain Province,flood,2000,0
Mountain Province,surge,20,0.004384592
Mountain Province,surge,50,0.005500548
Mountain Province,surge,100,0.006751683
Mountain Province,surge,250,0.007069631
Mountain Province,surge,500,0.007599555
Mountain Province,surge,1000,0.008659386
Mountain Province,surge,1500,0.008890747
Mountain Province,surge,2000,1.786165117
Mountain Province,tsunami,20,8.25E-05
Mountain Province,tsunami,50,0.00019776
Mountain Province,tsunami,100,0.000536292
Mountain Province,tsunami,250,0.002622035
Mountain Province,tsunami,500,0.005394383
Mountain Province,tsunami,1000,0.009966293
Mountain Province,tsunami,1500,0.015727976
Mountain Province,tsunami,2000,1.36E-17
Mountain Province,wind,20,0.023734604
Mountain Province,wind,50,0.032366968
Mountain Province,wind,100,0.038610263
Mountain Province,wind,250,0.047329513
Mountain Province,wind,500,0.051516345
Mountain Province,wind,1000,0.057140025
Mountain Province,wind,1500,0.062763705
Mountain Province,wind,2000,1.73E-15
NCR-2nd Dist.,earthquake,20,0.004361556
NCR-2nd Dist.,earthquake,50,0.008689917
NCR-2nd Dist.,earthquake,100,0.013530406
NCR-2nd Dist.,earthquake,250,0.022799017
NCR-2nd Dist.,earthquake,500,0.033622107
NCR-2nd Dist.,earthquake,1000,0.048921138
NCR-2nd Dist.,earthquake,1500,0.059429067
NCR-2nd Dist.,earthquake,2000,-4.34E-16
NCR-2nd Dist.,flood,20,0.00299518
NCR-2nd Dist.,flood,50,0.006529518
NCR-2nd Dist.,flood,100,0.011072441
NCR-2nd Dist.,flood,250,0.048478893
NCR-2nd Dist.,flood,500,0.054065956
NCR-2nd Dist.,flood,1000,0.063573287
NCR-2nd Dist.,flood,1500,0.067351827
NCR-2nd Dist.,flood,2000,0
NCR-2nd Dist.,surge,20,0.004384592
NCR-2nd Dist.,surge,50,0.005500548
NCR-2nd Dist.,surge,100,0.006751683
NCR-2nd Dist.,surge,250,0.007069631
NCR-2nd Dist.,surge,500,0.007599555
NCR-2nd Dist.,surge,1000,0.008659386
NCR-2nd Dist.,surge,1500,0.008890747
NCR-2nd Dist.,surge,2000,1.786165117
NCR-2nd Dist.,tsunami,20,8.25E-05
NCR-2nd Dist.,tsunami,50,0.00019776
NCR-2nd Dist.,tsunami,100,0.000536292
NCR-2nd Dist.,tsunami,250,0.002622035
NCR-2nd Dist.,tsunami,500,0.005394383
NCR-2nd Dist.,tsunami,1000,0.009966293
NCR-2nd Dist.,tsunami,1500,0.015727976
NCR-2nd Dist.,tsunami,2000,1.36E-17
NCR-2nd Dist.,wind,20,0.023734604
NCR-2nd Dist.,wind,50,0.032366968
NCR-2nd Dist.,wind,100,0.038610263
NCR-2nd Dist.,wind,250,0.047329513
NCR-2nd Dist.,wind,500,0.051516345
NCR-2nd Dist.,wind,1000,0.057140025
NCR-2nd Dist.,wind,1500,0.062763705
NCR-2nd Dist.,wind,2000,1.73E-15
NCR-3rd Dist.,earthquake,20,0.004361556
NCR-3rd Dist.,earthquake,50,0.008689917
NCR-3rd Dist.,earthquake,100,0.013530406
NCR-3rd Dist.,earthquake,250,0.022799017
NCR-3rd Dist.,earthquake,500,0.033622107
NCR-3rd Dist.,earthquake,1000,0.048921138
NCR-3rd Dist.,earthquake,1500,0.059429067
NCR-3rd Dist.,earthquake,2000,-4.34E-16
NCR-3rd Dist.,flood,20,0.00299518
NCR-3rd Dist.,flood,50,0.006529518
NCR-3rd Dist.,flood,100,0.011072441
NCR-3rd Dist.,flood,250,0.048478893
NCR-3rd Dist.,flood,500,0.054065956
NCR-3rd Dist.,flood,1000,0.063573287
NCR-3rd Dist.,flood,1500,0.067351827
NCR-3rd Dist.,flood,2000,0
NCR-3rd Dist.,surge,20,0.004384592
NCR-3rd Dist.,surge,50,0.005500548
NCR-3rd Dist.,surge,100,0.006751683
NCR-3rd Dist.,surge,250,0.007069631
NCR-3rd Dist.,surge,500,0.007599555
NCR-3rd Dist.,surge,1000,0.008659386
NCR-3rd Dist.,surge,1500,0.008890747
NCR-3rd Dist.,surge,2000,1.786165117
NCR-3rd Dist.,tsunami,20,8.25E-05
NCR-3rd Dist.,tsunami,50,0.00019776
NCR-3rd Dist.,tsunami,100,0.000536292
NCR-3rd Dist.,tsunami,250,0.002622035
NCR-3rd Dist.,tsunami,500,0.005394383
NCR-3rd Dist.,tsunami,1000,0.009966293
NCR-3rd Dist.,tsunami,1500,0.015727976
NCR-3rd Dist.,tsunami,2000,1.36E-17
NCR-3rd Dist.,wind,20,0.023734604
NCR-3rd Dist.,wind,50,0.032366968
NCR-3rd Dist.,wind,100,0.038610263
NCR-3rd Dist.,wind,250,0.047329513
NCR-3rd Dist.,wind,500,0.051516345
NCR-3rd Dist.,wind,1000,0.057140025
NCR-3rd Dist.,wind,1500,0.062763705
NCR-3rd Dist.,wind,2000,1.73E-15
NCR-4th Dist.,earthquake,20,0.004361556
NCR-4th Dist.,earthquake,50,0.008689917
NCR-4th Dist.,earthquake,100,0.013530406
NCR-4th Dist.,earthquake,250,0.022799017
NCR-4th Dist.,earthquake,500,0.033622107
NCR-4th Dist.,earthquake,1000,0.048921138
NCR-4th Dist.,earthquake,1500,0.059429067
NCR-4th Dist.,earthquake,2000,-4.34E-16
NCR-4th Dist.,flood,20,0.00299518
NCR-4th Dist.,flood,50,0.006529518
NCR-4th Dist.,flood,100,0.011072441
NCR-4th Dist.,flood,250,0.048478893
NCR-4th Dist.,flood,500,0.054065956
NCR-4th Dist.,flood,1000,0.063573287
NCR-4th Dist.,flood,1500,0.067351827
NCR-4th Dist.,flood,2000,0
NCR-4th Dist.,surge,20,0.004384592
NCR-4th Dist.,surge,50,0.005500548
NCR-4th Dist.,surge,100,0.006751683
NCR-4th Dist.,surge,250,0.007069631
NCR-4th Dist.,surge,500,0.007599555
NCR-4th Dist.,surge,1000,0.008659386
NCR-4th Dist.,surge,1500,0.008890747
NCR-4th Dist.,surge,2000,1.786165117
NCR-4th Dist.,tsunami,20,8.25E-05
NCR-4th Dist.,tsunami,50,0.00019776
NCR-4th Dist.,tsunami,100,0.000536292
NCR-4th Dist.,tsunami,250,0.002622035
NCR-4th Dist.,tsunami,500,0.005394383
NCR-4th Dist.,tsunami,1000,0.009966293
NCR-4th Dist.,tsunami,1500,0.015727976
NCR-4th Dist.,tsunami,2000,1.36E-17
NCR-4th Dist.,wind,20,0.023734604
NCR-4th Dist.,wind,50,0.032366968
NCR-4th Dist.,wind,100,0.038610263
NCR-4th Dist.,wind,250,0.047329513
NCR-4th Dist.,wind,500,0.051516345
NCR-4th Dist.,wind,1000,0.057140025
NCR-4th Dist.,wind,1500,0.062763705
NCR-4th Dist.,wind,2000,1.73E-15
Negros Occidental,earthquake,20,0.004361556
Negros Occidental,earthquake,50,0.008689917
Negros Occidental,earthquake,100,0.013530406
Negros Occidental,earthquake,250,0.022799017
Negros Occidental,earthquake,500,0.033622107
Negros Occidental,earthquake,1000,0.048921138
Negros Occidental,earthquake,1500,0.059429067
Negros Occidental,earthquake,2000,-4.34E-16
Negros Occidental,flood,20,0.00299518
Negros Occidental,flood,50,0.006529518
Negros Occidental,flood,100,0.011072441
Negros Occidental,flood,250,0.048478893
Negros Occidental,flood,500,0.054065956
Negros Occidental,flood,1000,0.063573287
Negros Occidental,flood,1500,0.067351827
Negros Occidental,flood,2000,0
Negros Occidental,surge,20,0.004384592
Negros Occidental,surge,50,0.005500548
Negros Occidental,surge,100,0.006751683
Negros Occidental,surge,250,0.007069631
Negros Occidental,surge,500,0.007599555
Negros Occidental,surge,1000,0.008659386
Negros Occidental,surge,1500,0.008890747
Negros Occidental,surge,2000,1.786165117
Negros Occidental,tsunami,20,8.25E-05
Negros Occidental,tsunami,50,0.00019776
Negros Occidental,tsunami,100,0.000536292
Negros Occidental,tsunami,250,0.002622035
Negros Occidental,tsunami,500,0.005394383
Negros Occidental,tsunami,1000,0.009966293
Negros Occidental,tsunami,1500,0.015727976
Negros Occidental,tsunami,2000,1.36E-17
Negros Occidental,wind,20,0.023734604
Negros Occidental,wind,50,0.032366968
Negros Occidental,wind,100,0.038610263
Negros Occidental,wind,250,0.047329513
Negros Occidental,wind,500,0.051516345
